date,trading_day,firm,model,type,pre_close,close_d0,close_d1,close_d3,close_d5,googl_d0,googl_d1,googl_d3,googl_d5,qqq_d1,qqq_d3,qqq_d5,excess_d1,excess_d3,excess_d5,source,note
2024-03-04,2024-03-04,Anthropic,Claude 3 family,Competitor,136.01580810546875,132.2569122314453,131.5824737548828,133.27845764160156,136.54148864746094,-0.027635727981770608,-0.032594258067034865,-0.020125237661673845,0.003864848868041726,-0.02145360798011431,-0.0003588450237360652,-0.018446478361769825,-0.011140650086920556,-0.01976639263793778,0.02231132722981155,https://www.anthropic.com/news/claude-3-family,"Opus, Sonnet, and Haiku family launch with strong benchmark claims."
2024-04-18,2024-04-18,Meta,Llama 3,Competitor,154.19558715820312,154.73114013671875,152.82688903808594,156.9626922607422,154.72122192382812,0.0034732056110409193,-0.008876376719606838,0.017945423429660323,0.0034088833235266236,-0.026277353964809347,-0.0018080266238893472,-0.003263939066568522,0.01740097724520251,0.01975345005354967,0.0066728223900951456,https://ai.meta.com/blog/meta-llama-3/,Open-weight Llama 3 release and Meta AI assistant update.
2024-05-13,2024-05-13,OpenAI,GPT-4o,Competitor,167.26754760742188,167.75350952148438,168.94366455078125,172.75218200683594,175.46975708007812,0.0029052970585965454,0.010020574626306011,0.03278959055636155,0.04903646636768344,0.008754427063249581,0.022440294624570756,0.029068405259188967,0.00126614756305643,0.010349295931790792,0.019968061108494473,https://openai.com/index/hello-gpt-4o/,"Omnimodal flagship model with faster text, vision, and voice interaction."
2024-06-20,2024-06-20,Anthropic,Claude 3.5 Sonnet,Competitor,173.8540496826172,175.05551147460938,178.3620147705078,182.7309112548828,184.1011962890625,0.006910749529191573,0.0259295949454168,0.051059274077716044,0.05894108664797981,-0.01036661095653979,-0.010445012934736764,-0.005841869377853248,0.03629620590195659,0.06150428701245281,0.06478295602583306,https://www.anthropic.com/news/claude-3-5-sonnet,Anthropic's first Claude 3.5 model; strong coding and analysis positioning.
2024-07-23,2024-07-23,Meta,Llama 3.1 405B,Competitor,180.38760375976562,180.5067596435547,171.41143798828125,165.82113647460938,169.0879364013672,0.0006605547238587306,-0.04976043577494682,-0.08075093288868895,-0.06264104141794002,-0.039268490807245815,-0.040118481364680325,-0.05139738153859341,-0.010491944967701006,-0.04063245152400863,-0.011243659879346612,https://ai.meta.com/blog/meta-llama-3-1/,Meta's largest openly available model at release.
2024-08-13,2024-08-13,xAI,Grok-2 beta,Competitor,161.14439392089844,163.00119018554688,159.23794555664062,161.80966186523438,165.9998779296875,0.011522561967373779,-0.011830683760513772,0.004128396453323191,0.030131262345821863,0.025145085782139365,0.05239473432786923,0.06398160153957444,-0.036975769542653136,-0.04826633787454604,-0.03385033919375258,https://x.ai/news/grok-2,Grok model update with text and vision capabilities.
2024-09-12,2024-09-12,OpenAI,o1-preview,Competitor,150.29214477539062,153.8018798828125,156.55596923828125,158.40530395507812,161.20909118652344,0.02335275148722582,0.04167765702094295,0.05398258965438618,0.07263817032785069,0.014339971199766266,0.010392247561324064,0.03145393852431244,0.027337685821176683,0.04359034209306212,0.04118423180353825,https://openai.com/index/introducing-openai-o1-preview/,First OpenAI reasoning-model preview.
2024-12-11,2024-12-11,Google,Gemini 2.0,Google,184.31787109375,194.5007781982422,191.07662963867188,195.75498962402344,187.53302001953125,0.05524644487301411,0.03666903542676092,0.062051055941592104,0.017443500766922027,0.011333189240495534,0.033749867202575334,-0.007933220651000994,0.025335846186265387,0.02830118873901677,0.02537672141792302,https://blog.google/innovation-and-ai/models-and-research/google-deepmind/google-gemini-ai-update-december-2024/,Agentic-era Gemini release.
2025-01-20,2025-01-21,DeepSeek,DeepSeek-R1,Competitor,195.09803771972656,197.13861083984375,197.45712280273438,199.28866577148438,194.4012451171875,0.010459219087834315,0.012091792980495342,0.02147960123401127,-0.003571499799193578,0.01872587218035915,0.015122533299805063,0.00013397149915284068,-0.006634079199863807,0.006357067934206206,-0.003705471298346419,https://api-docs.deepseek.com/news/news250120,"Official R1 release date; US market was closed, and broader market reaction concentrated around Jan. 27."
2025-01-27,2025-01-27,DeepSeek,DeepSeek-R1 market digestion,Competitor,199.28866577148438,190.9273223876953,194.4012451171875,199.9456024169922,200.303955078125,-0.0419559404014308,-0.024524328242033877,0.003296407464843387,0.005094566229896902,-0.014765273461056716,-0.012423922623741701,-0.02175117131326254,-0.009759054780977161,0.01572033008858509,0.026845737543159442,https://api-docs.deepseek.com/news/news250120,Included separately because US equities repriced AI infrastructure risk after R1 gained global attention.
2025-02-19,2025-02-19,xAI,Grok 3,Competitor,182.92431640625,184.4174041748047,183.71067810058594,178.42510986328125,171.9351043701172,0.008162325260457681,0.004298836315394627,-0.02459600030963971,-0.06007518438241566,-0.003967602788311098,-0.03615334412967086,-0.045997932214017156,0.008266439103705725,0.011557343820031152,-0.014077252168398502,https://x.ai/news/grok-3,Flagship Grok release and DeepSearch capabilities.
2025-02-24,2025-02-24,Anthropic,Claude 3.7 Sonnet,Competitor,178.83323669433594,178.42510986328125,174.61273193359375,167.72457885742188,166.24143981933594,-0.002282164314636126,-0.0236002257676291,-0.0621174119657697,-0.07041083138545468,-0.024255041124912613,-0.04906104527926025,-0.055181883765831774,0.0006548153572835114,-0.013056366686509446,-0.015228947619622901,https://www.anthropic.com/news/claude-3-7-sonnet,Hybrid reasoning model release.
2025-02-27,2025-02-27,OpenAI,GPT-4.5,Competitor,171.9351043701172,167.72457885742188,169.4963836669922,170.13345336914062,171.55686950683594,-0.024489039211163632,-0.01418396034980307,-0.010478668725487417,-0.0021998699140987066,-0.012418459655016645,-0.036944246028146055,-0.051228249939599735,-0.001765500694786426,0.02646557730265864,0.04902838002550103,https://openai.com/index/introducing-gpt-4-5/,Research preview of OpenAI's largest GPT model at the time.
2025-03-17,2025-03-17,Mistral AI,Mistral Small 3.1,Competitor,164.91815185546875,163.72227478027344,160.11480712890625,162.23744201660156,167.10057067871094,-0.00725133687068813,-0.029125627910092433,-0.016254789474093312,0.013233345139319841,-0.010674204567994838,-0.000833819188969187,0.024458440103123813,-0.018451423342097595,-0.015420970285124125,-0.011225094963803972,https://mistral.ai/en/news/mistral-small-3-1,Open multimodal small model release.
2025-03-25,2025-03-25,Google,Gemini 2.5 Pro,Google,167.10057067871094,169.9706268310547,164.4896240234375,153.79672241210938,156.52723693847656,0.017175621487625525,-0.015625001426796903,-0.07961581586804545,-0.06327527008010059,-0.012799101627961829,-0.044266872193602924,-0.036603735708726104,-0.0028258997988350743,-0.03534894367444252,-0.026671534371374483,https://blog.google/technology/google-deepmind/gemini-model-thinking-updates-march-2025/,Experimental thinking-model release.
2025-04-05,2025-04-07,Meta,Llama 4,Competitor,145.0968780517578,146.24290466308594,144.20001220703125,152.29193115234375,158.5203399658203,0.007898354718006484,-0.006181151908772553,0.049587924958794494,0.09251378867899684,-0.01563881423754221,0.0556225366083416,0.08235735998271543,0.009457662328769656,-0.006034611649547106,0.010156428696281417,https://ai.meta.com/blog/llama-4-multimodal-intelligence/,Open-weight natively multimodal Llama 4 Scout and Maverick announcement.
2025-04-14,2025-04-14,OpenAI,GPT-4.1 API,Competitor,156.5970001220703,158.5203399658203,155.76988220214844,150.63766479492188,150.94659423828125,0.01228209890515597,-0.005281824806842583,-0.0380552330025673,-0.036082465688260124,0.007900565614119559,-0.022667215456713463,-0.021830938248095122,-0.013182390420962142,-0.015388017545853838,-0.014251527440165002,https://openai.com/index/gpt-4-1/,"API model series focused on coding, instruction following, and long context."
2025-04-16,2025-04-16,OpenAI,o3 and o4-mini,Competitor,155.76988220214844,152.8001708984375,150.63766479492188,150.94659423828125,158.7296142578125,-0.01906473357832439,-0.0329474307527966,-0.030964188299300588,0.019000669537793557,-0.030328171363023126,-0.02949844942700175,0.020437125262569023,-0.002619259389773476,-0.0014657388722988385,-0.001436455724775465,https://openai.com/index/introducing-o3-and-o4-mini/,OpenAI's next o-series reasoning models.
2025-05-07,2025-05-07,Mistral AI,Mistral Medium 3,Competitor,162.66595458984375,150.85691833496094,153.7469024658203,157.91244506835938,164.79855346679688,-0.07259685214806544,-0.05483047848895306,-0.029222522521508365,0.01311029638826633,0.014291361649710232,0.05492197073748195,0.07741838990285532,-0.06912184013866329,-0.08414449325899032,-0.064308093514589,https://mistral.ai/news/mistral-medium-3,Enterprise-focused multimodal model release.
2025-05-22,2025-05-22,Anthropic,Claude 4,Competitor,167.97755432128906,170.27955627441406,167.88784790039062,171.76441955566406,171.1465606689453,0.013704223534068083,-0.0005340381413511119,0.02254387647013778,0.018865653571755958,-0.00740679552180501,0.011441508084248486,0.011831458970998243,0.006872757380453898,0.011102368385889294,0.007034194600757715,https://www.anthropic.com/news/claude-4,Claude Opus 4 and Sonnet 4 launch.
2025-07-09,2025-07-09,xAI,Grok 4,Competitor,173.9678497314453,176.2227783203125,177.22052001953125,181.1516571044922,182.55848693847656,0.012961754671038994,0.01869696207148097,0.04129387920892591,0.04938060233711372,0.005630507601933843,0.007006607430894762,0.008961674061433333,0.013066454469547129,0.03428727177803115,0.04041892827568039,https://x.ai/news/grok-4,Flagship Grok 4 release.
2025-08-07,2025-08-07,OpenAI,GPT-5,Competitor,195.64898681640625,196.07801818847656,200.96697998046875,202.88267517089844,202.4835662841797,0.0021928627336715856,0.027181296722240678,0.036972787195060475,0.034932864100067684,0.012744119296999035,0.022438647234489073,0.022156915572828284,0.014437177425241643,0.014534139960571402,0.0127759485272394,https://openai.com/index/introducing-gpt-5/,OpenAI's unified GPT-5 release.
2025-09-29,2025-09-29,Anthropic,Claude Sonnet 4.5,Competitor,246.2055206298828,243.71890258789062,242.77020263671875,245.356689453125,250.09024047851562,-0.010099765576460307,-0.01395305021745763,-0.003447652898221798,0.015778362072037533,0.007383007408881426,0.016376667983979187,0.01969900591681717,-0.021336057626339056,-0.019824320882200985,-0.003920643844779637,https://www.anthropic.com/news/claude-sonnet-4-5,Agentic coding and computer-use-focused Sonnet release.
2025-11-18,2025-11-18,Google,Gemini 3,Google,284.63330078125,283.8943176269531,292.4127502441406,299.2534484863281,323.0011901855469,-0.0025962638674692506,0.027331480334654712,0.05136485318109063,0.134797612573744,-0.006278331914203461,-0.02251267080241659,0.008663787860357708,0.03360981224885817,0.07387752398350722,0.1261338247133863,https://blog.google/products/gemini/gemini-3/,"Gemini 3 Pro and same-day Search, app, developer, and enterprise rollout."
2026-02-12,2026-02-12,Google,Gemini 3 Deep Think,Google,310.7412414550781,308.7826232910156,305.50494384765625,303.1166076660156,314.7584228515625,-0.006303051873291943,-0.01685099017723679,-0.024536922596303468,0.012927738132452182,-0.018251203284032402,-0.01193914524571238,-0.007013375670218869,0.0014002131067956114,-0.012597777350591088,0.01994111380267105,https://blog.google/innovation-and-ai/models-and-research/gemini-models/gemini-3-deep-think/,Deep Think reasoning-mode upgrade for science and engineering workloads.
2026-03-05,2026-03-05,OpenAI,GPT-5.4,Competitor,302.9167785644531,300.6683349609375,298.30999755859375,307.0400085449219,303.54998779296875,-0.007422644642436693,-0.015208074731585586,0.01361175831860173,0.0020903735722941352,-0.018010737921139497,-0.004879263176527093,-0.022087613807865503,0.002802663189553911,0.018491021495128823,0.024177987380159638,https://openai.com/index/introducing-gpt-5-4/,General-purpose frontier model with computer-use capabilities.
2026-04-16,2026-04-16,Anthropic,Claude Opus 4.7,Competitor,337.1199951171875,336.0199890136719,341.67999267578125,332.2900085449219,338.8900146484375,-0.0032629512323445464,0.01352633372282952,-0.014327202901704639,0.005250413967984091,0.01796352484046504,0.010872281785918814,0.021995541197196822,-0.004437191117635519,-0.025199484687623452,-0.01674512722921273,https://www.anthropic.com/news/claude-opus-4-7,"Opus upgrade focused on coding, agents, vision, and multi-step tasks."
2026-04-16,2026-04-16,OpenAI,GPT-Rosalind,Competitor,337.1199951171875,336.0199890136719,341.67999267578125,332.2900085449219,338.8900146484375,-0.0032629512323445464,0.01352633372282952,-0.014327202901704639,0.005250413967984091,0.01796352484046504,0.010872281785918814,0.021995541197196822,-0.004437191117635519,-0.025199484687623452,-0.01674512722921273,https://openai.com/index/introducing-gpt-rosalind/,Purpose-built life sciences reasoning model.
2026-05-19,2026-05-19,Google,Gemini 3.5 Flash,Google,396.94000244140625,387.6600036621094,388.9100036621094,382.9700012207031,388.8299865722656,-0.023378844969566215,-0.02022975444628361,-0.03519423876348993,-0.020431339293745743,0.0102992285954564,0.01651835023499082,0.03339095478151677,-0.03052898304174001,-0.051712588998480746,-0.05382229407526251,https://blog.google/innovation-and-ai/models-and-research/gemini-models/gemini-3-5/,I/O 2026 model family launch focused on frontier intelligence with action.
2026-05-28,2026-05-28,Anthropic,Claude Opus 4.8,Competitor,388.8299865722656,390.1300048828125,380.3399963378906,361.8500061035156,,0.003343410630458843,-0.021834710612775976,-0.06938760229526608,,0.012146117216114138,0.02290761622848181,,-0.033980827828890114,-0.09229521852374789,,https://www.anthropic.com/claude/opus,"Latest Opus model listed as stronger across coding, agentic tasks, and professional work."
